sample_id,query,difficulty,entropy,entropy_std,k_determined,n_iterations
46,giải thích cross-validation,trung_bình,0.29817172222967125,0.0,0,5
47,regularization trong machine learning là gì,trung_bình,0.24223651259162118,0.0,0,5
48,khác biệt giữa batch và stochastic gradient descent,trung_bình,0.24941115643580916,0.0,0,5
49,dropout hoạt động như thế nào,trung_bình,0.2958139254241935,0.0,0,5
50,giải thích batch normalization,trung_bình,0.29597946308955575,0.0,0,5
51,transfer learning là gì,trung_bình,0.272863200416088,0.0,0,5
52,khác biệt giữa rnn và lstm,trung_bình,0.26621463072001916,0.0,0,5
53,convolutional layer hoạt động như thế nào,trung_bình,0.2518500310602593,0.0,0,5
54,giải thích pooling trong cnn,trung_bình,0.2904044108049327,0.0,0,5
55,data augmentation là gì,trung_bình,0.2772914379314636,0.0,0,5
56,khác biệt giữa precision và recall,trung_bình,0.24025043931638113,0.0,0,5
57,giải thích f1 score,trung_bình,0.265760237961981,0.0,0,5
58,confusion matrix là gì,trung_bình,0.25930921312374144,0.0,0,5
59,k-means clustering hoạt động như thế nào,trung_bình,0.2997765736353682,0.0,0,5
60,khác biệt giữa random forest và gradient boosting,trung_bình,0.28915774049485626,0.0,0,5
61,giải thích feature selection,trung_bình,0.3130997276583293,0.0,0,5
62,dimensionality reduction là gì,trung_bình,0.3703239424988108,0.0,0,5
63,khác biệt giữa svm và logistic regression,trung_bình,0.2363592318834249,0.0,0,5
64,ensemble learning hoạt động như thế nào,trung_bình,0.311734192359154,0.0,0,5
65,giải thích bias-variance tradeoff,trung_bình,0.25687918035036106,0.0,0,5
66,early stopping là gì,trung_bình,0.26700397185684577,0.0,0,5
67,khác biệt giữa validation và test set,trung_bình,0.24715718844798013,0.0,0,5
68,hyperparameter tuning hoạt động như thế nào,trung_bình,0.30511608121972195,0.0,0,5
69,thiết kế một mô hình deep learning để xử lý văn bản đa ngôn ngữ có dấu,khó,0.2606927221109488,0.0,0,5
70,phân tích trade-off giữa model complexity và generalization trong transformer,khó,0.2895005171436445,0.0,0,5
71,giải thích chi tiết về backpropagation trong neural network nhiều lớp có skip connections,khó,0.3731892171606991,0.0,0,5
72,"so sánh các kiến trúc GAN hiện đại: StyleGAN, BigGAN, và Progressive GAN cùng trade-offs",khó,0.35318970691158913,0.0,0,5
73,làm thế nào để optimize training của large language model với limited computational resources,khó,0.2650556793769418,0.0,0,5
74,phân tích các kỹ thuật regularization trong deep learning và khi nào dùng technique nào,khó,0.23537844315784176,0.0,0,5
75,thiết kế transformer architecture tối ưu cho ngôn ngữ low-resource,khó,0.3325299418917777,0.0,0,5
76,giải thích nền tảng toán học của self-attention mechanism trong transformer,khó,0.36225019807903813,0.0,0,5
77,"so sánh các thuật toán optimization: Adam, SGD, và RMSprop cùng trade-offs và use cases",khó,0.2675118470526701,0.0,0,5
78,"phân tích mối quan hệ giữa batch size, learning rate và training stability trong deep learning",khó,0.2711464578990189,0.0,0,5
79,thiết kế một hệ thống end-to-end cho real-time object detection sử dụng deep learning,khó,0.3084968339073018,0.0,0,5
80,giải thích cách xử lý class imbalance trong multi-class classification problems,khó,0.3427817219466658,0.0,0,5
81,phân tích tác động của các loss functions khác nhau lên training convergence và model performance,khó,0.3193874006804973,0.0,0,5
82,thiết kế một chiến lược neural architecture search cho automated model design,khó,0.29678372274695375,0.0,0,5
83,giải thích các nguyên tắc toán học đằng sau variational autoencoders,khó,0.39929547202014054,0.0,0,5
84,"so sánh các approaches khác nhau cho sequence-to-sequence learning: attention, transformers, và CNNs",khó,0.37865381443078727,0.0,0,5
85,phân tích các challenges và solutions cho training deep neural networks trên small datasets,khó,0.29818501881587367,0.0,0,5
86,giải thích cách implement gradient clipping để prevent exploding gradients trong RNNs,khó,0.27191501168768584,0.0,0,5
87,thiết kế một multi-task learning framework chia sẻ knowledge giữa các related tasks,khó,0.37375700690753866,0.0,0,5
88,phân tích các theoretical guarantees và limitations của các deep learning architectures khác nhau,khó,0.3022424457211915,0.0,0,5
89,giải thích cách sử dụng knowledge distillation để compress large models thành smaller ones,khó,0.3404595663673585,0.0,0,5
90,so sánh các approaches khác nhau để xử lý missing data trong deep learning pipelines,khó,0.33375820076700796,0.0,0,5
91,phân tích vai trò của các activation functions khác nhau trong addressing vanishing gradient problem,khó,0.3616020851754219,0.0,0,5
92,thiết kế một federated learning system cho training models trên distributed data sources,khó,0.31195680717359114,0.0,0,5
93,giải thích cách implement curriculum learning để improve model training,khó,0.3863866275106017,0.0,0,5
94,so sánh các strategies khác nhau để xử lý imbalanced datasets trong deep learning,khó,0.2756022946819751,0.0,0,5
95,phân tích tác động của các normalization techniques khác nhau lên model performance,khó,0.3156326075798358,0.0,0,5
96,thiết kế một system cho online learning adapt với changing data distributions,khó,0.28990643812493133,0.0,0,5
97,giải thích nền tảng toán học của generative adversarial networks,khó,0.304417603748354,0.0,0,5
98,phân tích trade-offs giữa model interpretability và performance trong deep learning,khó,0.28670668829774015,0.0,0,5
99,thiết kế một neural architecture có thể xử lý cả image và text inputs đồng thời,khó,0.3287693763465843,0.0,0,5
100,giải thích cách implement continual learning để prevent catastrophic forgetting,khó,0.33789715119078706,0.0,0,5
101,"so sánh các approaches khác nhau cho model compression: pruning, quantization, và distillation",khó,0.2958337142826727,0.0,0,5
